Unnamed: 0,regionpsgc,provincepsgc,municipalitycitypsgc,linelist_date,active_cases
370,010000000,015500000,015536000,2020-04-13,1
371,010000000,015500000,015536000,2020-04-14,1
372,010000000,015500000,015536000,2020-04-15,1
373,010000000,015500000,015536000,2020-04-16,1
374,010000000,015500000,015536000,2020-04-17,1
375,010000000,015500000,015536000,2020-04-18,1
376,010000000,015500000,015536000,2020-04-19,1
377,010000000,015500000,015536000,2020-04-20,1
378,010000000,015500000,015536000,2020-04-21,1
379,010000000,015500000,015536000,2020-04-22,1
380,010000000,015500000,015536000,2020-04-23,1
381,010000000,015500000,015536000,2020-04-24,1
382,010000000,015500000,015540000,2020-04-11,1
383,010000000,015500000,015540000,2020-04-12,1
384,010000000,015500000,015540000,2020-04-13,1
385,010000000,015500000,015540000,2020-04-14,1
386,010000000,015500000,015540000,2020-04-15,1
387,010000000,015500000,015540000,2020-04-16,1
388,010000000,015500000,015540000,2020-04-17,1
389,010000000,015500000,015540000,2020-04-18,1
390,010000000,015500000,015540000,2020-04-19,1
391,010000000,015500000,015540000,2020-04-20,1
392,010000000,015500000,015540000,2020-04-21,1
393,010000000,015500000,015540000,2020-04-22,1
394,010000000,015500000,015540000,2020-04-23,1
395,010000000,015500000,015540000,2020-04-24,1
396,010000000,015500000,015546000,2020-04-01,1
397,010000000,015500000,015546000,2020-04-02,1
398,010000000,015500000,015546000,2020-04-03,1
399,010000000,015500000,015546000,2020-04-04,1
400,010000000,015500000,015546000,2020-04-05,1
401,010000000,015500000,015546000,2020-04-06,1
402,010000000,015500000,015546000,2020-04-07,1
403,010000000,015500000,015546000,2020-04-08,1
404,010000000,015500000,015546000,2020-04-09,1
405,010000000,015500000,015546000,2020-04-10,1
406,010000000,015500000,015546000,2020-04-11,1
407,010000000,015500000,015546000,2020-04-12,2
408,010000000,015500000,015546000,2020-04-13,2
409,010000000,015500000,015546000,2020-04-14,2
410,010000000,015500000,015546000,2020-04-15,2
411,010000000,015500000,015546000,2020-04-16,2
412,010000000,015500000,015546000,2020-04-17,2
413,010000000,015500000,015546000,2020-04-18,2
414,010000000,015500000,015546000,2020-04-19,2
415,010000000,015500000,015546000,2020-04-20,2
